"date","type","likes_count_fb","comments_count_fb","shares_count_fb","sentiment","valence","post_link"
"2016-04-20","video",74,10,53,"neutral",0,"https://www.facebook.com/77249349077/posts/10154210192149078"
"2016-04-20","video",53,1,19,"neutral",0,"https://www.facebook.com/77249349077/posts/10154210259129078"
"2016-04-20","link",67,8,41,"positive",1,"https://www.facebook.com/77249349077/posts/10154210293274078"
"2016-04-20","link",73,0,37,"neutral",0,"https://www.facebook.com/77249349077/posts/10154210298154078"
"2016-04-20","link",104,9,71,"neutral",0,"https://www.facebook.com/77249349077/posts/10154210301209078"
"2016-04-20","link",91,11,37,"neutral",0,"https://www.facebook.com/77249349077/posts/10154210304784078"
"2016-04-20","link",107,27,61,"positive",2,"https://www.facebook.com/77249349077/posts/10154210307589078"
"2016-04-20","link",109,13,50,"neutral",0,"https://www.facebook.com/77249349077/posts/10154210313104078"
"2016-04-20","link",232,6,122,"positive",1,"https://www.facebook.com/77249349077/posts/10154210320459078"
"2016-04-20","link",320,141,149,"neutral",0,"https://www.facebook.com/77249349077/posts/10154210333639078"
"2016-04-20","link",702,147,134,"neutral",0,"https://www.facebook.com/77249349077/posts/10154210640009078"
"2016-04-20","video",414,52,369,"neutral",0,"https://www.facebook.com/77249349077/posts/10154210970284078"
"2016-04-20","link",1205,295,248,"neutral",0,"https://www.facebook.com/77249349077/posts/10154211170314078"
"2016-04-21","video",503,45,0,"neutral",0,"https://www.facebook.com/77249349077/posts/10154212227399078"
"2016-04-21","link",308,168,53,"positive",1,"https://www.facebook.com/77249349077/posts/10154212817574078"
"2016-04-21","link",115,93,23,"neutral",0,"https://www.facebook.com/77249349077/posts/10154213337584078"
"2016-04-21","video",1062,1918,288,"neutral",0,"https://www.facebook.com/77249349077/posts/10154213424499078"
"2016-04-22","link",706,183,81,"positive",1,"https://www.facebook.com/77249349077/posts/10154215195709078"
"2016-04-22","video",100,61,38,"neutral",0,"https://www.facebook.com/77249349077/posts/10154215394319078"
"2016-04-22","video",400,131,183,"neutral",0,"https://www.facebook.com/77249349077/posts/10154215785169078"
"2016-04-23","link",906,156,129,"neutral",0,"https://www.facebook.com/77249349077/posts/10154217317779078"
"2016-04-23","video",744,283,632,"neutral",0,"https://www.facebook.com/77249349077/posts/10154218088254078"
"2016-04-24","link",646,201,171,"positive",1,"https://www.facebook.com/77249349077/posts/10154219585469078"
"2016-04-24","link",627,94,26,"neutral",0,"https://www.facebook.com/77249349077/posts/10154220596279078"
"2016-04-25","link",230,41,59,"positive",1,"https://www.facebook.com/77249349077/posts/10154221958379078"
"2016-04-25","photo",543,253,361,"positive",5,"https://www.facebook.com/77249349077/posts/10154222308369078"
"2016-04-25","video",261,47,39,"positive",1,"https://www.facebook.com/77249349077/posts/10154223096004078"
"2016-04-25","link",1397,141,228,"neutral",0,"https://www.facebook.com/77249349077/posts/10154223252994078"
"2016-04-26","link",376,55,76,"neutral",0,"https://www.facebook.com/77249349077/posts/10154224142324078"
"2016-04-26","link",437,151,88,"neutral",0,"https://www.facebook.com/77249349077/posts/10154224307999078"
"2016-04-27","link",242,73,134,"positive",2,"https://www.facebook.com/77249349077/posts/10154226417904078"
"2016-04-27","link",956,209,347,"positive",1,"https://www.facebook.com/77249349077/posts/10154226653899078"
"2016-04-27","photo",330,64,165,"neutral",0,"https://www.facebook.com/77249349077/posts/10154227197609078"
"2016-04-27","link",302,86,43,"positive",2,"https://www.facebook.com/77249349077/posts/10154227375589078"
"2016-04-28","photo",662,238,100,"neutral",0,"https://www.facebook.com/77249349077/posts/10154228722794078"
"2016-04-28","photo",79,10,0,"neutral",0,"https://www.facebook.com/77249349077/posts/10154228972949078"
"2016-04-28","link",1392,954,337,"positive",2,"https://www.facebook.com/77249349077/posts/10154229078699078"
"2016-04-28","video",449,84,60,"neutral",0,"https://www.facebook.com/77249349077/posts/10154229352379078"
"2016-04-29","link",335,97,43,"negative",-1,"https://www.facebook.com/77249349077/posts/10154230986669078"
"2016-04-29","photo",1068,134,549,"positive",1,"https://www.facebook.com/77249349077/posts/10154231153369078"
"2016-04-29","video",1908,478,703,"neutral",0,"https://www.facebook.com/77249349077/posts/10154231146224078"
"2016-04-30","link",313,119,77,"positive",2,"https://www.facebook.com/77249349077/posts/10154233469559078"
"2016-04-30","link",409,108,53,"neutral",0,"https://www.facebook.com/77249349077/posts/10154233586269078"
"2016-04-30","video",211,184,0,"neutral",0,"https://www.facebook.com/77249349077/posts/10154233736774078"
"2016-05-01","link",99,36,11,"positive",1,"https://www.facebook.com/77249349077/posts/10154235622344078"
"2016-05-01","video",1286,374,1071,"neutral",0,"https://www.facebook.com/77249349077/posts/10154235980384078"
"2016-05-01","link",362,77,68,"positive",1,"https://www.facebook.com/77249349077/posts/10154236390824078"
"2016-05-01","video",1452,495,747,"positive",1,"https://www.facebook.com/77249349077/posts/10154236775319078"
"2016-05-01","video",710,262,810,"neutral",0,"https://www.facebook.com/77249349077/posts/10154236831954078"
"2016-05-01","video",779,253,759,"neutral",0,"https://www.facebook.com/77249349077/posts/10154236853119078"
"2016-05-02","video",285,125,0,"positive",3,"https://www.facebook.com/77249349077/posts/10154238079879078"
"2016-05-02","link",1230,283,268,"positive",1,"https://www.facebook.com/77249349077/posts/10154238672834078"
"2016-05-02","video",896,112,0,"neutral",0,"https://www.facebook.com/77249349077/posts/10154239477929078"
"2016-05-03","link",177,124,45,"positive",1,"https://www.facebook.com/77249349077/posts/10154240420204078"
"2016-05-03","link",583,144,0,"neutral",0,"https://www.facebook.com/77249349077/posts/10154240735029078"
"2016-05-03","link",489,179,87,"positive",1,"https://www.facebook.com/77249349077/posts/10154240803134078"
"2016-05-03","link",195,140,44,"positive",2,"https://www.facebook.com/77249349077/posts/10154241041774078"
"2016-05-03","photo",718,111,694,"positive",2,"https://www.facebook.com/77249349077/posts/10154241150939078"
"2016-05-04","link",562,422,90,"neutral",0,"https://www.facebook.com/77249349077/posts/10154242703054078"
"2016-05-04","video",422,301,0,"neutral",0,"https://www.facebook.com/77249349077/posts/10154242832079078"
"2016-05-04","video",498,24,0,"positive",1,"https://www.facebook.com/77249349077/posts/10154243147724078"
"2016-05-04","video",1086,157,1,"neutral",0,"https://www.facebook.com/77249349077/posts/10154243301864078"
"2016-05-04","video",537,73,1,"neutral",0,"https://www.facebook.com/77249349077/posts/10154243355039078"
"2016-05-04","video",1373,241,1164,"neutral",0,"https://www.facebook.com/77249349077/posts/10154243337204078"
"2016-05-04","video",1304,225,0,"neutral",0,"https://www.facebook.com/77249349077/posts/10154243577214078"
"2016-05-04","video",1502,319,0,"neutral",0,"https://www.facebook.com/77249349077/posts/10154243825294078"
"2016-05-04","link",629,212,31,"neutral",0,"https://www.facebook.com/77249349077/posts/10154243842769078"
"2016-05-05","link",2489,518,822,"neutral",0,"https://www.facebook.com/77249349077/posts/10154244924764078"
"2016-05-05","link",2214,345,264,"positive",2,"https://www.facebook.com/77249349077/posts/10154245059754078"
"2016-05-05","video",1454,209,1,"neutral",0,"https://www.facebook.com/77249349077/posts/10154245180774078"
"2016-05-05","link",297,230,110,"neutral",0,"https://www.facebook.com/77249349077/posts/10154245244034078"
"2016-05-05","photo",616,750,90,"neutral",0,"https://www.facebook.com/77249349077/posts/10154245308394078"
"2016-05-05","link",107,19,28,"neutral",0,"https://www.facebook.com/77249349077/posts/10154245629314078"
"2016-05-05","video",1633,181,203,"neutral",0,"https://www.facebook.com/77249349077/posts/10154245829644078"
"2016-05-05","link",101,20,25,"neutral",0,"https://www.facebook.com/77249349077/posts/10154246428689078"
"2016-05-05","photo",5120,415,412,"neutral",0,"https://www.facebook.com/77249349077/posts/10154246558264078"
"2016-05-06","photo",2404,132,205,"neutral",0,"https://www.facebook.com/77249349077/posts/10154246859604078"
"2016-05-06","photo",830,43,117,"neutral",0,"https://www.facebook.com/77249349077/posts/10154246924574078"
"2016-05-06","photo",161,8,26,"neutral",0,"https://www.facebook.com/77249349077/posts/10154246963124078"
"2016-05-06","photo",209,13,70,"neutral",0,"https://www.facebook.com/77249349077/posts/10154246964159078"
"2016-05-06","photo",155,6,37,"neutral",0,"https://www.facebook.com/77249349077/posts/10154246965754078"
"2016-05-06","photo",209,11,54,"neutral",0,"https://www.facebook.com/77249349077/posts/10154246970559078"
"2016-05-06","photo",134,11,25,"neutral",0,"https://www.facebook.com/77249349077/posts/10154246976999078"
"2016-05-06","photo",137,4,32,"neutral",0,"https://www.facebook.com/77249349077/posts/10154246978489078"
"2016-05-06","photo",161,7,42,"neutral",0,"https://www.facebook.com/77249349077/posts/10154246988209078"
"2016-05-06","photo",175,12,46,"neutral",0,"https://www.facebook.com/77249349077/posts/10154246989609078"
"2016-05-06","photo",144,3,23,"neutral",0,"https://www.facebook.com/77249349077/posts/10154246992329078"
"2016-05-06","photo",129,2,39,"neutral",0,"https://www.facebook.com/77249349077/posts/10154246993079078"
"2016-05-06","photo",122,6,21,"neutral",0,"https://www.facebook.com/77249349077/posts/10154246996354078"
"2016-05-06","photo",120,2,16,"neutral",0,"https://www.facebook.com/77249349077/posts/10154246998089078"
"2016-05-06","photo",118,0,16,"neutral",0,"https://www.facebook.com/77249349077/posts/10154247055804078"
"2016-05-06","photo",107,3,13,"neutral",0,"https://www.facebook.com/77249349077/posts/10154247058914078"
"2016-05-06","photo",154,4,51,"neutral",0,"https://www.facebook.com/77249349077/posts/10154247060709078"
"2016-05-06","photo",105,4,18,"neutral",0,"https://www.facebook.com/77249349077/posts/10154247063339078"
"2016-05-06","photo",103,1,17,"neutral",0,"https://www.facebook.com/77249349077/posts/10154247068764078"
"2016-05-06","photo",163,6,36,"neutral",0,"https://www.facebook.com/77249349077/posts/10154247071399078"
"2016-05-06","photo",162,4,48,"neutral",0,"https://www.facebook.com/77249349077/posts/10154247072244078"
"2016-05-06","photo",103,5,12,"neutral",0,"https://www.facebook.com/77249349077/posts/10154247073279078"
"2016-05-06","photo",94,1,13,"neutral",0,"https://www.facebook.com/77249349077/posts/10154247073929078"
"2016-05-06","photo",117,7,28,"neutral",0,"https://www.facebook.com/77249349077/posts/10154247076339078"
"2016-05-06","photo",118,3,37,"neutral",0,"https://www.facebook.com/77249349077/posts/10154247092809078"
"2016-05-06","photo",177,5,61,"neutral",0,"https://www.facebook.com/77249349077/posts/10154247097154078"
"2016-05-06","photo",185,16,73,"neutral",0,"https://www.facebook.com/77249349077/posts/10154247111414078"
"2016-05-06","photo",87,3,12,"neutral",0,"https://www.facebook.com/77249349077/posts/10154247115719078"
"2016-05-06","photo",121,4,34,"neutral",0,"https://www.facebook.com/77249349077/posts/10154247117979078"
"2016-05-06","photo",163,11,44,"neutral",0,"https://www.facebook.com/77249349077/posts/10154247118749078"
"2016-05-06","photo",95,0,17,"neutral",0,"https://www.facebook.com/77249349077/posts/10154247140709078"
"2016-05-06","photo",118,5,28,"neutral",0,"https://www.facebook.com/77249349077/posts/10154247146249078"
"2016-05-06","photo",130,6,29,"neutral",0,"https://www.facebook.com/77249349077/posts/10154247146759078"
"2016-05-06","photo",161,3,66,"neutral",0,"https://www.facebook.com/77249349077/posts/10154247147369078"
"2016-05-06","photo",83,2,12,"neutral",0,"https://www.facebook.com/77249349077/posts/10154247149539078"
"2016-05-06","photo",247,11,58,"neutral",0,"https://www.facebook.com/77249349077/posts/10154247159879078"
"2016-05-06","photo",136,3,51,"neutral",0,"https://www.facebook.com/77249349077/posts/10154247163564078"
"2016-05-06","photo",106,7,24,"neutral",0,"https://www.facebook.com/77249349077/posts/10154247163869078"
"2016-05-06","photo",89,0,12,"neutral",0,"https://www.facebook.com/77249349077/posts/10154247165319078"
"2016-05-06","photo",122,6,39,"neutral",0,"https://www.facebook.com/77249349077/posts/10154247165649078"
"2016-05-06","photo",123,3,33,"neutral",0,"https://www.facebook.com/77249349077/posts/10154247171314078"
"2016-05-06","photo",105,0,20,"neutral",0,"https://www.facebook.com/77249349077/posts/10154247187769078"
"2016-05-06","photo",84,1,14,"neutral",0,"https://www.facebook.com/77249349077/posts/10154247189814078"
"2016-05-06","photo",70,1,8,"neutral",0,"https://www.facebook.com/77249349077/posts/10154247199624078"
"2016-05-06","photo",97,4,19,"neutral",0,"https://www.facebook.com/77249349077/posts/10154247202714078"
"2016-05-06","photo",94,0,14,"neutral",0,"https://www.facebook.com/77249349077/posts/10154247204744078"
"2016-05-06","photo",310,16,97,"neutral",0,"https://www.facebook.com/77249349077/posts/10154247205204078"
"2016-05-06","photo",88,2,6,"neutral",0,"https://www.facebook.com/77249349077/posts/10154247225659078"
"2016-05-06","photo",84,1,20,"neutral",0,"https://www.facebook.com/77249349077/posts/10154247226009078"
"2016-05-06","photo",80,1,10,"neutral",0,"https://www.facebook.com/77249349077/posts/10154247238819078"
"2016-05-06","photo",93,3,11,"neutral",0,"https://www.facebook.com/77249349077/posts/10154247252834078"
"2016-05-06","photo",131,1,36,"neutral",0,"https://www.facebook.com/77249349077/posts/10154247269259078"
"2016-05-06","photo",104,7,25,"neutral",0,"https://www.facebook.com/77249349077/posts/10154247293064078"
"2016-05-06","photo",337,23,17,"neutral",0,"https://www.facebook.com/77249349077/posts/10154247426894078"
"2016-05-06","link",5951,675,662,"positive",1,"https://www.facebook.com/77249349077/posts/10154247625684078"
"2016-05-06","link",3731,992,953,"neutral",0,"https://www.facebook.com/77249349077/posts/10154247681534078"
"2016-05-06","video",1904,637,1050,"positive",1,"https://www.facebook.com/77249349077/posts/10154248386499078"
"2016-05-07","video",3972,1421,1386,"neutral",0,"https://www.facebook.com/77249349077/posts/10154250253289078"
"2016-05-07","photo",640,315,97,"positive",1,"https://www.facebook.com/77249349077/posts/10154250411334078"
"2016-05-07","video",984,567,555,"positive",3,"https://www.facebook.com/77249349077/posts/10154250741529078"
"2016-05-09","link",845,172,83,"positive",3,"https://www.facebook.com/77249349077/posts/10154255233579078"
"2016-05-10","link",455,487,85,"positive",5,"https://www.facebook.com/77249349077/posts/10154258383664078"
"2016-05-10","link",2029,913,620,"positive",2,"https://www.facebook.com/77249349077/posts/10154258555564078"
"2016-05-11","link",822,444,76,"neutral",0,"https://www.facebook.com/77249349077/posts/10154260096129078"
"2016-05-12","video",439,145,268,"neutral",0,"https://www.facebook.com/77249349077/posts/10154262532734078"
"2016-05-12","link",365,720,38,"positive",1,"https://www.facebook.com/77249349077/posts/10154262797939078"
"2016-05-15","link",1012,344,102,"neutral",0,"https://www.facebook.com/77249349077/posts/10154270039714078"
"2016-05-16","video",188,38,52,"neutral",0,"https://www.facebook.com/77249349077/posts/10154271659624078"
"2016-05-16","link",1242,342,925,"neutral",0,"https://www.facebook.com/77249349077/posts/10154272388189078"
"2016-05-17","video",1541,603,907,"positive",1,"https://www.facebook.com/77249349077/posts/10154274170189078"
"2016-05-17","link",413,236,80,"neutral",0,"https://www.facebook.com/77249349077/posts/10154274730699078"
"2016-05-18","link",85,104,31,"positive",7,"https://www.facebook.com/77249349077/posts/10154276084524078"
"2016-05-18","photo",862,420,192,"positive",3,"https://www.facebook.com/77249349077/posts/10154276289744078"
"2016-05-18","link",563,185,47,"positive",1,"https://www.facebook.com/77249349077/posts/10154277157794078"
"2016-05-19","link",1250,219,442,"positive",1,"https://www.facebook.com/77249349077/posts/10154278889374078"
"2016-05-19","link",400,120,19,"neutral",0,"https://www.facebook.com/77249349077/posts/10154279805824078"
"2016-05-19","video",540,358,40,"neutral",0,"https://www.facebook.com/77249349077/posts/10154280149339078"
"2016-05-20","link",302,285,37,"positive",1,"https://www.facebook.com/77249349077/posts/10154282121919078"
"2016-05-21","link",187,147,98,"neutral",0,"https://www.facebook.com/77249349077/posts/10154284036939078"
"2016-05-21","photo",608,260,661,"negative",-1,"https://www.facebook.com/77249349077/posts/10154284282734078"
"2016-05-22","link",389,286,95,"positive",4,"https://www.facebook.com/77249349077/posts/10154286517429078"
"2016-05-23","video",240,278,0,"neutral",0,"https://www.facebook.com/77249349077/posts/10154288944814078"
"2016-05-23","link",373,256,102,"positive",3,"https://www.facebook.com/77249349077/posts/10154289288959078"
"2016-05-24","photo",416,419,245,"positive",1,"https://www.facebook.com/77249349077/posts/10154291770359078"
"2016-05-25","link",545,118,139,"positive",2,"https://www.facebook.com/77249349077/posts/10154293237239078"
"2016-05-25","video",712,360,631,"positive",1,"https://www.facebook.com/77249349077/posts/10154293373644078"
"2016-05-25","link",631,469,87,"positive",3,"https://www.facebook.com/77249349077/posts/10154293764104078"
"2016-05-26","photo",291,136,226,"positive",1,"https://www.facebook.com/77249349077/posts/10154296259714078"
"2016-05-26","link",399,538,30,"positive",1,"https://www.facebook.com/77249349077/posts/10154296304089078"
"2016-05-27","link",337,634,65,"positive",1,"https://www.facebook.com/77249349077/posts/10154298412109078"
"2016-06-01","link",319,443,88,"positive",4,"https://www.facebook.com/77249349077/posts/10154310003694078"
"2016-06-02","link",1120,349,384,"negative",-1,"https://www.facebook.com/77249349077/posts/10154311843479078"
"2016-06-02","link",371,276,53,"positive",2,"https://www.facebook.com/77249349077/posts/10154312050444078"
"2016-06-03","link",897,936,313,"positive",1,"https://www.facebook.com/77249349077/posts/10154314760974078"
"2016-06-03","link",336,200,47,"neutral",0,"https://www.facebook.com/77249349077/posts/10154315178514078"
"2016-06-03","video",768,773,765,"positive",1,"https://www.facebook.com/77249349077/posts/10154315242109078"
"2016-06-04","link",219,150,20,"positive",3,"https://www.facebook.com/77249349077/posts/10154317182814078"
"2016-06-05","link",448,262,79,"positive",7,"https://www.facebook.com/77249349077/posts/10154319572539078"
"2016-06-06","photo",87,205,95,"neutral",0,"https://www.facebook.com/77249349077/posts/10154321981839078"
"2016-06-06","link",128,30,56,"neutral",0,"https://www.facebook.com/77249349077/posts/10154322679354078"
"2016-06-06","link",3087,436,290,"neutral",0,"https://www.facebook.com/77249349077/posts/10154322914374078"
"2016-06-07","link",78,41,14,"neutral",0,"https://www.facebook.com/77249349077/posts/10154324012549078"
"2016-06-07","photo",235,93,58,"neutral",0,"https://www.facebook.com/77249349077/posts/10154324214724078"
"2016-06-07","photo",296,77,172,"neutral",0,"https://www.facebook.com/77249349077/posts/10154324529239078"
"2016-06-07","photo",37,81,13,"neutral",0,"https://www.facebook.com/77249349077/posts/10154324821894078"
"2016-06-07","photo",211,51,91,"negative",-1,"https://www.facebook.com/77249349077/posts/10154324987644078"
"2016-06-08","photo",1598,939,397,"positive",1,"https://www.facebook.com/77249349077/posts/10154326847574078"
"2016-06-08","photo",98,307,60,"neutral",0,"https://www.facebook.com/77249349077/posts/10154327247624078"
"2016-06-08","link",339,88,85,"positive",1,"https://www.facebook.com/77249349077/posts/10154327992014078"
"2016-06-09","link",195,306,63,"positive",2,"https://www.facebook.com/77249349077/posts/10154329596839078"
"2016-06-09","link",144,53,11,"neutral",0,"https://www.facebook.com/77249349077/posts/10154329995434078"
"2016-06-09","link",36,43,11,"positive",2,"https://www.facebook.com/77249349077/posts/10154330271749078"
"2016-06-09","video",650,544,210,"positive",2,"https://www.facebook.com/77249349077/posts/10154330335599078"
"2016-06-09","video",1253,445,725,"neutral",0,"https://www.facebook.com/77249349077/posts/10154330383729078"
"2016-06-09","video",1115,468,270,"neutral",0,"https://www.facebook.com/77249349077/posts/10154330453749078"
"2016-06-09","video",917,511,256,"neutral",0,"https://www.facebook.com/77249349077/posts/10154330572714078"
"2016-06-09","photo",1029,478,869,"neutral",0,"https://www.facebook.com/77249349077/posts/10154330656339078"
"2016-06-09","video",812,633,581,"positive",2,"https://www.facebook.com/77249349077/posts/10154330682169078"
"2016-06-09","video",253,363,62,"positive",1,"https://www.facebook.com/77249349077/posts/10154330734149078"
"2016-06-10","link",98,284,37,"positive",1,"https://www.facebook.com/77249349077/posts/10154332164064078"
"2016-06-10","video",65,102,0,"positive",1,"https://www.facebook.com/77249349077/posts/10154332698344078"
"2016-06-10","link",288,658,56,"positive",1,"https://www.facebook.com/77249349077/posts/10154332865124078"
"2016-06-12","link",174,137,19,"positive",3,"https://www.facebook.com/77249349077/posts/10154332792399078"
"2016-06-12","photo",199,288,130,"positive",1,"https://www.facebook.com/77249349077/posts/10154338753529078"
"2016-06-13","link",558,349,202,"neutral",0,"https://www.facebook.com/77249349077/posts/10154340143264078"
"2016-06-13","photo",2231,119,0,"neutral",0,"https://www.facebook.com/77249349077/posts/10154340356264078"
"2016-06-13","photo",123,119,49,"neutral",0,"https://www.facebook.com/77249349077/posts/10154340692874078"
"2016-06-13","link",1210,208,134,"negative",-1,"https://www.facebook.com/77249349077/posts/10154340943369078"
"2016-06-13","link",461,879,157,"positive",3,"https://www.facebook.com/77249349077/posts/10154341204849078"
"2016-06-14","link",3307,341,1234,"positive",2,"https://www.facebook.com/77249349077/posts/10154342618424078"
"2016-06-14","video",858,167,0,"neutral",0,"https://www.facebook.com/77249349077/posts/10154343292814078"
"2016-06-14","photo",125,257,18,"positive",2,"https://www.facebook.com/77249349077/posts/10154343365794078"
"2016-06-14","video",830,646,1022,"negative",-1,"https://www.facebook.com/77249349077/posts/10154343855274078"
"2016-06-15","link",1244,981,422,"neutral",0,"https://www.facebook.com/77249349077/posts/10154345309204078"
"2016-06-15","video",250,262,187,"neutral",0,"https://www.facebook.com/77249349077/posts/10154345989344078"
"2016-06-15","video",553,443,176,"negative",-1,"https://www.facebook.com/77249349077/posts/10154346151734078"
"2016-06-16","photo",1654,1248,448,"neutral",0,"https://www.facebook.com/77249349077/posts/10154347955194078"
"2016-06-16","link",2155,256,0,"neutral",0,"https://www.facebook.com/77249349077/posts/10154348610004078"
"2016-06-19","link",1765,1339,799,"positive",3,"https://www.facebook.com/77249349077/posts/10154356339684078"
"2016-06-19","video",1247,914,1064,"neutral",0,"https://www.facebook.com/77249349077/posts/10154357297699078"
"2016-06-20","photo",547,676,197,"positive",2,"https://www.facebook.com/77249349077/posts/10154358887794078"
"2016-06-20","video",695,509,0,"neutral",0,"https://www.facebook.com/77249349077/posts/10154359247069078"
"2016-06-20","video",772,91,390,"negative",-2,"https://www.facebook.com/77249349077/posts/10154359402314078"
"2016-06-20","video",719,733,375,"neutral",0,"https://www.facebook.com/77249349077/posts/10154359667859078"
"2016-06-21","photo",609,601,108,"positive",2,"https://www.facebook.com/77249349077/posts/10154361278489078"
"2016-06-21","photo",752,661,879,"positive",1,"https://www.facebook.com/77249349077/posts/10154361789289078"
"2016-06-22","photo",965,746,323,"positive",2,"https://www.facebook.com/77249349077/posts/10154363707324078"
"2016-06-22","photo",167,212,65,"positive",2,"https://www.facebook.com/77249349077/posts/10154363676409078"
"2016-06-22","link",126,176,75,"neutral",0,"https://www.facebook.com/77249349077/posts/10154363798369078"
"2016-06-22","photo",212,257,103,"positive",2,"https://www.facebook.com/77249349077/posts/10154363731544078"
"2016-06-22","video",1206,2728,324,"neutral",0,"https://www.facebook.com/77249349077/posts/10154363968079078"
"2016-06-22","video",672,270,0,"neutral",0,"https://www.facebook.com/77249349077/posts/10154364381519078"
"2016-06-22","photo",185,312,50,"positive",2,"https://www.facebook.com/77249349077/posts/10154363741879078"
"2016-06-22","photo",254,249,60,"positive",1,"https://www.facebook.com/77249349077/posts/10154363804869078"
"2016-06-22","photo",377,344,86,"positive",1,"https://www.facebook.com/77249349077/posts/10154363861699078"
"2016-06-23","photo",1023,604,515,"positive",2,"https://www.facebook.com/77249349077/posts/10154366070334078"
"2016-06-23","link",451,284,129,"positive",1,"https://www.facebook.com/77249349077/posts/10154366301359078"
"2016-06-23","video",989,740,3,"neutral",0,"https://www.facebook.com/77249349077/posts/10154366500844078"
"2016-06-23","link",142,219,33,"positive",2,"https://www.facebook.com/77249349077/posts/10154367385334078"
"2016-06-24","link",9076,1694,5799,"positive",1,"https://www.facebook.com/77249349077/posts/10154368577769078"
"2016-06-24","link",8433,1529,3953,"neutral",0,"https://www.facebook.com/77249349077/posts/10154368631119078"
"2016-06-24","link",1694,620,705,"neutral",0,"https://www.facebook.com/77249349077/posts/10154368677964078"
"2016-06-24","link",2514,616,1,"neutral",0,"https://www.facebook.com/77249349077/posts/10154369059874078"
"2016-06-24","link",19368,4809,3764,"positive",2,"https://www.facebook.com/77249349077/posts/10154369387354078"
"2016-06-24","link",2486,545,740,"neutral",0,"https://www.facebook.com/77249349077/posts/10154369419079078"
"2016-06-24","video",26047,5022,35106,"neutral",0,"https://www.facebook.com/77249349077/posts/10154369452494078"
"2016-06-24","link",1293,1004,359,"neutral",0,"https://www.facebook.com/77249349077/posts/10154369525079078"
"2016-06-24","photo",9968,1153,1,"neutral",0,"https://www.facebook.com/77249349077/posts/10154369829719078"
"2016-06-25","video",4535,1501,0,"neutral",0,"https://www.facebook.com/77249349077/posts/10154372426749078"
"2016-06-25","link",1803,909,450,"neutral",0,"https://www.facebook.com/77249349077/posts/10154373255924078"
"2016-06-25","photo",2681,1056,1123,"positive",2,"https://www.facebook.com/77249349077/posts/10154373761229078"
"2016-06-26","link",340,275,78,"neutral",0,"https://www.facebook.com/77249349077/posts/10154375319009078"
"2016-06-26","photo",1466,752,222,"positive",2,"https://www.facebook.com/77249349077/posts/10154375485529078"
"2016-06-26","video",2527,717,1,"neutral",0,"https://www.facebook.com/77249349077/posts/10154375513444078"
"2016-06-26","video",3569,1542,2069,"positive",1,"https://www.facebook.com/77249349077/posts/10154375463544078"
"2016-06-26","photo",2467,855,1024,"positive",1,"https://www.facebook.com/77249349077/posts/10154376274329078"
"2016-06-26","link",4824,728,0,"neutral",0,"https://www.facebook.com/77249349077/posts/10154376511364078"
"2016-06-27","link",2330,887,208,"positive",2,"https://www.facebook.com/77249349077/posts/10154378204179078"
"2016-06-27","video",9586,1744,7270,"neutral",0,"https://www.facebook.com/77249349077/posts/10154378364529078"
"2016-06-27","link",3588,1393,385,"negative",-1,"https://www.facebook.com/77249349077/posts/10154378439779078"
"2016-06-28","video",1239,246,0,"neutral",0,"https://www.facebook.com/77249349077/posts/10154380166324078"
"2016-06-28","video",26010,3559,22903,"positive",2,"https://www.facebook.com/77249349077/posts/10154380239479078"
"2016-06-28","link",1171,499,651,"negative",-1,"https://www.facebook.com/77249349077/posts/10154380445149078"
"2016-06-28","link",868,546,130,"positive",2,"https://www.facebook.com/77249349077/posts/10154380498059078"
"2016-06-28","video",4375,1026,1149,"neutral",0,"https://www.facebook.com/77249349077/posts/10154380581394078"
"2016-06-28","link",2011,580,912,"positive",3,"https://www.facebook.com/77249349077/posts/10154381036769078"
"2016-06-28","link",2626,860,1,"neutral",0,"https://www.facebook.com/77249349077/posts/10154381115789078"
"2016-06-28","link",845,489,322,"positive",1,"https://www.facebook.com/77249349077/posts/10154381160674078"
"2016-06-28","link",2532,665,436,"neutral",0,"https://www.facebook.com/77249349077/posts/10154381171044078"
"2016-06-28","link",103,80,19,"neutral",0,"https://www.facebook.com/77249349077/posts/10154381492809078"
"2016-06-29","link",4904,1120,0,"neutral",0,"https://www.facebook.com/77249349077/posts/10154382711859078"
"2016-06-29","photo",4212,877,0,"neutral",0,"https://www.facebook.com/77249349077/posts/10154382894619078"
"2016-06-29","link",926,321,275,"neutral",0,"https://www.facebook.com/77249349077/posts/10154383010599078"
"2016-06-29","photo",1517,387,1,"neutral",0,"https://www.facebook.com/77249349077/posts/10154383014539078"
"2016-06-29","video",477,307,123,"positive",1,"https://www.facebook.com/77249349077/posts/10154383095474078"
"2016-06-29","photo",4317,816,1503,"positive",1,"https://www.facebook.com/77249349077/posts/10154383323834078"
"2016-06-29","video",2759,2229,1664,"positive",1,"https://www.facebook.com/77249349077/posts/10154383654379078"
"2016-06-29","video",559,436,296,"neutral",0,"https://www.facebook.com/77249349077/posts/10154383778034078"
"2016-06-29","video",2765,368,3051,"negative",-1,"https://www.facebook.com/77249349077/posts/10154384090879078"
"2016-06-29","link",655,554,90,"positive",1,"https://www.facebook.com/77249349077/posts/10154384235529078"
